Title,Link,Views,Upload Date,Duration
The Case for Good Jobs — and Why They’re Good for Business Too | Zeynep Ton | TED,https://www.youtube.com/watch?v=v5OQeUwXlV4,51K views,7 months ago,
How Testosterone and Culture Shape Behavior | Carole K. Hooven | TED,https://www.youtube.com/watch?v=HYnZy2Cx7UM,58K views,7 months ago,
Part 2: Scott Galloway’s Viral TED Talk on How the Old Are Stealing from the Young,https://www.youtube.com/watch?v=EjNV6JwlV2s&pp=0gcJCX4JAYcqIYzv,171K views,7 months ago,
The Intersection of War and Climate Change | Victor Ochen | TED,https://www.youtube.com/watch?v=Hfejyq5nrvE,20K views,7 months ago,
The Invisible Networks Shaping Your Everyday Life | Deb Chachra | TED,https://www.youtube.com/watch?v=c_YLAhZpfMI,41K views,7 months ago,
How to Prevent — or Stop — a War | Gabrielle Rifkind | TED,https://www.youtube.com/watch?v=7GN10u6F9m0,37K views,7 months ago,
What Makes You “You”? An Actor + a Neuroscientist Answer | Yara Shahidi + Anil Seth | Intersections,https://www.youtube.com/watch?v=2gOvQIMWbCY,126K views,7 months ago,
Meet Our Planet's Hidden Defenders | Anjan Sundaram | TED,https://www.youtube.com/watch?v=g5j9XKkDo-w&pp=0gcJCX4JAYcqIYzv,30K views,7 months ago,
How to Empower Farmers — and Nourish the Planet | Agnes Kalibata | TED,https://www.youtube.com/watch?v=LUaaGfCCfPE&pp=0gcJCX4JAYcqIYzv,34K views,7 months ago,
"Yes, You Can Be an Entrepreneur Too | Saamra Mekuria-Grillo | TED",https://www.youtube.com/watch?v=DdlTvyQl5ws,54K views,7 months ago,
How to End Malaria Once and for All | Abdoulaye Diabaté | TED,https://www.youtube.com/watch?v=QpzykxnCtvM,27K views,7 months ago,
How Entrepreneurs Can Unlock Their Full Potential | Jay Bailey | TED,https://www.youtube.com/watch?v=qDFNgc8jsrc,43K views,7 months ago,
Are Your Coping Mechanisms Healthy? | Andrew Miki | TED,https://www.youtube.com/watch?v=XTlDS7ju_28&pp=0gcJCX4JAYcqIYzv,71K views,8 months ago,
How to Set the Right Goals and Stay Motivated | Ayelet Fishbach | TED,https://www.youtube.com/watch?v=g3CvsPAF3_0,356K views,8 months ago,
The Tipping Points of Climate Change — and Where We Stand | Johan Rockström | TED,https://www.youtube.com/watch?v=Vl6VhCAeEfQ,1.2M views,8 months ago,
The Astonishing Future of Immersive Live Entertainment | Willie Williams | TED,https://www.youtube.com/watch?v=XgpdInYDs-U,39K views,8 months ago,
The Breakthrough Power of Young Leaders | Mohan Sivaloganathan | TED,https://www.youtube.com/watch?v=DAEuBdObOok,34K views,8 months ago,
The Innovators Building Africa’s Thriving Tech Scene | Peace Itimi | TED,https://www.youtube.com/watch?v=69hJ9zN4t3g,29K views,8 months ago,
An Anthem for Peace and Justice From Israeli and Palestinian Youth | Jerusalem Youth Chorus | TED,https://www.youtube.com/watch?v=WQGMS4gXEaM,31K views,8 months ago,
How to Break Through Fear and Become a Leader | Valerie Montgomery Rice | TED,https://www.youtube.com/watch?v=5uTDzBwwyho,96K views,8 months ago,
The Unsung Heroes Putting Climate Solutions Into Practice | Aline Sousa | TED,https://www.youtube.com/watch?v=K6rSVoAakQ8,18K views,8 months ago,
The Olympic Spirit — and How You Can Tap Into It | Allyson Felix | TED,https://www.youtube.com/watch?v=Dfe7gLe3pW0,26K views,8 months ago,
How to Disagree with Respect — Not Hate | Spencer J. Cox | TED,https://www.youtube.com/watch?v=EzSdf3VK9qc,87K views,8 months ago,
Why Isn’t the Climate Movement Voting? | Nathaniel Stinnett | TED,https://www.youtube.com/watch?v=X0DJah-4kAM&pp=0gcJCX4JAYcqIYzv,27K views,8 months ago,
The Secret to Finding Your Ideal Workplace | Marion Campan | TED,https://www.youtube.com/watch?v=s9rCzZEZKnM,92K views,8 months ago,
A Firework Ladder to the Sky — and the Magic of Explosive Art | Cai Guo-Qiang | TED,https://www.youtube.com/watch?v=P9h6ci3eCUU,71K views,8 months ago,
The Secret Force for Limitless Energy? Lasers | Tammy Ma | TED,https://www.youtube.com/watch?v=l5azMXvBfaw,62K views,8 months ago,
War Journalism Should Be Rooted in Empathy — Not Violence | Bel Trew | TED,https://www.youtube.com/watch?v=VDZO45zPW9I,34K views,8 months ago,
The Problem With Food and Climate — and How To Fix It | Jonathan Foley | TED,https://www.youtube.com/watch?v=2y6GQcN9jVs,44K views,8 months ago,
How Buildings Can Improve Life — Inside and Out | Doris Sung | TED,https://www.youtube.com/watch?v=ZMs-gVbhNIY,39K views,8 months ago,
"“Cant de la Sibil·la” / ""Quien Más Me Ama"" | Maria Arnal | TED",https://www.youtube.com/watch?v=q19SN1uQoHY,27K views,8 months ago,
The Satellite Helping Slow Climate Change — Right Now | Millie Chu Baird | TED,https://www.youtube.com/watch?v=Fjbz-Rzmzxw,46K views,8 months ago,
The Missing Piece of the Clean Energy Transition | Sheila Ngozi Oparaocha | TED,https://www.youtube.com/watch?v=B3A8HfJ2_gY,29K views,8 months ago,
How to Claim Your Leadership Power | Michael Timms | TED,https://www.youtube.com/watch?v=dIYmzf21d1g,962K views,8 months ago,
What’s Possible When the Arts Belong to Everybody | Lear deBessonet with Brian Stokes Mitchell | TED,https://www.youtube.com/watch?v=zZNhuRIGQZs,19K views,8 months ago,
"Bravery, Brilliance and RuPaul Charles | On the Spot | TED",https://www.youtube.com/watch?v=LSEuKa2cdzM,32K views,8 months ago,
Quantum Computers Aren’t What You Think — They’re Cooler | Hartmut Neven | TED,https://www.youtube.com/watch?v=UtDllX_MTbw,782K views,8 months ago,
What to Do When You Offend Someone | Lambers Fisher | TED,https://www.youtube.com/watch?v=VgM2SkfF2Fg,61K views,9 months ago,
My Search for Proof Aliens Exist | Avi Loeb | TED,https://www.youtube.com/watch?v=Yd95LBhuSOk,1.3M views,9 months ago,
Can America Come Together after the Trump Assassination Attempt? | Ian Bremmer | TED,https://www.youtube.com/watch?v=lKp7_MtPXZM,116K views,9 months ago,
AI That Connects the Digital and Physical Worlds | Anima Anandkumar | TED,https://www.youtube.com/watch?v=6bl5XZ8kOzI,56K views,9 months ago,
"""Blank Canvas"" / ""One World"" | Sarah Elizabeth Charles | TED",https://www.youtube.com/watch?v=hTbWPmYQzy8,25K views,9 months ago,
The Fight Over Minerals for Green Energy — and a Better Way Forward | Saleem Ali | TED,https://www.youtube.com/watch?v=mXDi_C0yb6A,38K views,9 months ago,
3 Ideas for Communicating Across the Political Divide | Isaac Saul | TED,https://www.youtube.com/watch?v=543mYKKh1EE,56K views,9 months ago,
The Alchemy of Pop | Kesha | TED,https://www.youtube.com/watch?v=MJd6Y50hfAM,223K views,9 months ago,
How Farmworkers Are Fighting Extreme Heat | Jon Esformes and Gerardo Reyes Chávez | TED,https://www.youtube.com/watch?v=fmc0Pk8A0T0,23K views,9 months ago,
Lessons from My Father’s Final Days | Laurel Braitman | TED,https://www.youtube.com/watch?v=z7wk53Pt_0E&pp=0gcJCX4JAYcqIYzv,56K views,9 months ago,
Could Psychedelics Help Patients in Therapy? | Benjamin Lewis | TED,https://www.youtube.com/watch?v=BH8dSEFxzjo,41K views,9 months ago,
Lessons From People Already Adapting to the Climate Crisis | Dorcas Naishorua | TED,https://www.youtube.com/watch?v=tWZmunAvlMM,40K views,9 months ago,
Magic and Wonder in the Age of AI | David Kwong | TED,https://www.youtube.com/watch?v=XTHUcQuybEk,68K views,9 months ago,
Democracy Requires Disagreement. Here’s How To Do It Better | Bret Stephens and Yordanos Eyoel | TED,https://www.youtube.com/watch?v=TsQZOTSteK8,30K views,9 months ago,
Next Up for AI? Dancing Robots | Catie Cuan | TED,https://www.youtube.com/watch?v=UI6IKlHh-pQ,53K views,9 months ago,
The Hidden Danger of Lead in Soil | Yvette Cabrera | TED,https://www.youtube.com/watch?v=icr5ParmRwU,30K views,9 months ago,
A Street Librarian's Quest to Bring Books to Everyone | Storybook Maze | TED,https://www.youtube.com/watch?v=0xfJy96HJqo,44K views,9 months ago,
The Last 6 Decades of AI — and What Comes Next | Ray Kurzweil | TED,https://www.youtube.com/watch?v=uEztHu4NHrs,402K views,9 months ago,
How You Could See Inside Your Body — With a Micro-Robot | Alex Luebke and Vivek Kumbhari | TED,https://www.youtube.com/watch?v=iKBPrJ-AKRs,74K views,9 months ago,
A Scientific Breakthrough That Could Transform How We Produce Food | David Friedberg | TED,https://www.youtube.com/watch?v=SNHUu7YkNjA,27K views,9 months ago,
"""Ye Pariye Naz"" / ""Simorgh"" / ""Darya"" | Niaz Nawab | TED",https://www.youtube.com/watch?v=Od4ZZ8vIFOY,17K views,9 months ago,
Is Cultivated Meat the Future of Food? | Uma Valeti | TED,https://www.youtube.com/watch?v=_QrZvwNE510,56K views,9 months ago,
To Love Is to Be Brave | Kelly Corrigan | TED,https://www.youtube.com/watch?v=2ShZKR5Uo2I,172K views,9 months ago,
"A Master Chef’s Take on Food, Culture and Community | Marcus Samuelsson | TED",https://www.youtube.com/watch?v=5m9AYbFqpQo,21K views,10 months ago,
How To Spot Authoritarianism — and Choose Democracy | Ian Bassin | TED,https://www.youtube.com/watch?v=T-vVO3nRFzI,53K views,10 months ago,
Leadership Lessons From the Prime Minister of Canada | Justin Trudeau | TED,https://www.youtube.com/watch?v=bM1LXa68oxc,54K views,10 months ago,
What DEI Gets Wrong — and How to Do It Right | Paolo Gaudiano | TED,https://www.youtube.com/watch?v=mz_4QLvz2HM,63K views,10 months ago,
Why You Should Talk About Your Anxiety at Work | Adam Whybrew | TED,https://www.youtube.com/watch?v=4FT5RYuifwE&pp=0gcJCX4JAYcqIYzv,127K views,10 months ago,
Why AI Needs a “Nutrition Label” | Kasia Chmielinski | TED,https://www.youtube.com/watch?v=orD3vsEyGdA,32K views,10 months ago,
Even Healthy Couples Fight — the Difference Is How | Julie and John Gottman | TED,https://www.youtube.com/watch?v=nBN9zG1JNPg,244K views,10 months ago,
Why Broken Hearts Hurt — and What Heals Them | Yoram Yovell | TED,https://www.youtube.com/watch?v=9m2wP2cArrY,118K views,10 months ago,
An Optimist’s Take on Reskilling in the Age of AI | Sagar Goel | TED,https://www.youtube.com/watch?v=qC1QlUr5mCE,42K views,10 months ago,
12 Predictions for the Future of Technology | Vinod Khosla | TED,https://www.youtube.com/watch?v=Pj9QnO9rZkE&pp=0gcJCX4JAYcqIYzv,225K views,10 months ago,
How to Use Venture Capital for Good | Freada Kapor Klein | TED,https://www.youtube.com/watch?v=nCmlX23tmHg,27K views,10 months ago,
A Snack’s Journey from the Farm to Your Mouth | Aruna Rangachar Pohl | TED,https://www.youtube.com/watch?v=SFpCQRZOxVE,29K views,10 months ago,
Your Right to Repair AI Systems | Rumman Chowdhury | TED,https://www.youtube.com/watch?v=PxE0TWcT-kA,45K views,10 months ago,
The Difference Between False Empathy and True Support | Chezare A. Warren | TED,https://www.youtube.com/watch?v=OAzp-7yY0FQ,80K views,10 months ago,
How to Imagine a Better Future for Democracy | adrienne maree brown and Baratunde Thurston | TED,https://www.youtube.com/watch?v=0Mi0miIN6tA,30K views,10 months ago,
My Quest to Cure Prion Disease — Before It’s Too Late | Sonia Vallabh | TED,https://www.youtube.com/watch?v=04PmEJaYKd0,666K views,10 months ago,
Why the World Needs More Builders — and Less “Us vs. Them” | Daniel Lubetzky | TED,https://www.youtube.com/watch?v=QTau-xHsz80,587K views,10 months ago,
"Courage, the Most Important Virtue | Bari Weiss | TED",https://www.youtube.com/watch?v=AW3klebbNYY,81K views,10 months ago,
The Problem With Being “Too Nice” at Work | Tessa West | TED,https://www.youtube.com/watch?v=HrCbXNRP7eg,2M views,10 months ago,
Are We Celebrating the Wrong Leaders? | Martin Gutmann | TED,https://www.youtube.com/watch?v=b0Z9IpTVfUg,166K views,10 months ago,
The Science of Lifespan — and the Impact of Your Five Senses | Christi Gendron | TED,https://www.youtube.com/watch?v=58rMMTJUp_U,79K views,10 months ago,
"With AI, Anyone Can Be a Coder Now | Thomas Dohmke | TED",https://www.youtube.com/watch?v=nv9WwHpOKEg,257K views,10 months ago,
The Good News You Might Have Missed | Angus Hervey | TED,https://www.youtube.com/watch?v=DWZh9l8xUtY,127K views,10 months ago,
How to Fight for Democracy in the Shadow of Autocracy | Fatma Karume | TED,https://www.youtube.com/watch?v=zUKB7PcAB0I,33K views,10 months ago,
The Luminous Mystery of Fireflies | Wan Faridah Akmal Jusoh | TED,https://www.youtube.com/watch?v=kSnvSXDN3Dk,47K views,10 months ago,
How Fantasy Worlds Can Spark Real Change | Annalee Newitz | TED,https://www.youtube.com/watch?v=v4Y0FzwVMR8,28K views,10 months ago,
1 Simple Question That Could Improve Women’s Health | Meryam Sugulle | TED,https://www.youtube.com/watch?v=D1m1SQIdMkk,50K views,11 months ago,
"With Spatial Intelligence, AI Will Understand the Real World | Fei-Fei Li | TED",https://www.youtube.com/watch?v=y8NtMZ7VGmU&pp=0gcJCX4JAYcqIYzv,698K views,11 months ago,
The US Has a Teacher Shortage — Here’s How To Fix It | Randy Seriguchi Jr. | TED,https://www.youtube.com/watch?v=SjCrlJyFBiI,55K views,11 months ago,
An Activist Investor on Challenging the Status Quo | Bill Ackman | TED,https://www.youtube.com/watch?v=bkCpQk_K_jg,116K views,11 months ago,
How Aerosols Brighten Clouds — and Cool the Planet | Sarah J. Doherty | TED,https://www.youtube.com/watch?v=pOdIn86ZM1E,15K views,11 months ago,
The Workers Rebuilding Communities After Natural Disasters | Saket Soni | TED,https://www.youtube.com/watch?v=wtCogf-htV0,22K views,11 months ago,
How Far Away Is a Ceasefire? An Update on Gaza and the Rafah Invasion | Ian Bremmer,https://www.youtube.com/watch?v=a_yYWpiC3t0,33K views,11 months ago,
Welcome to the World of Audio Computers | Jason Rugolo | TED,https://www.youtube.com/watch?v=L61Kbo3y218,190K views,11 months ago,
Why US Politics Is Broken — and How To Fix It | Andrew Yang | TED,https://www.youtube.com/watch?v=1Ws3w_ZOmhI,945K views,11 months ago,
A Climate Solution? The Wisdom Passed Down Through Generations | Louise Mabulo | TED,https://www.youtube.com/watch?v=SCWFVd_FiAU,46K views,11 months ago,
Is Your Partner “The One?” Wrong Question | George Blair-West | TED,https://www.youtube.com/watch?v=p_9eJ3uSP00,125K views,11 months ago,
How the US Is Destroying Young People’s Future | Scott Galloway | TED,https://www.youtube.com/watch?v=qEJ4hkpQW8E,7M views,11 months ago,
How to Govern AI — Even If It’s Hard to Predict | Helen Toner | TED,https://www.youtube.com/watch?v=LUn8IjZKBPg,63K views,11 months ago,
My Epic Journey Becoming the Fastest Person to Paddle around Australia | Bonnie Hancock | TED,https://www.youtube.com/watch?v=T4Rvj_bBxiA,27K views,11 months ago,
An Updated Action Plan for Solving the Climate Crisis | Ryan Panchadsaram and Anjali Grover | TED,https://www.youtube.com/watch?v=9_O7qXqrMfE,26K views,11 months ago,
How AI Is Unlocking the Secrets of Nature and the Universe | Demis Hassabis | TED,https://www.youtube.com/watch?v=0_M_syPuFos,465K views,11 months ago,
How to Live With Fire | Oral McGuire | TED,https://www.youtube.com/watch?v=gHvXr6NuqYQ&pp=0gcJCX4JAYcqIYzv,35K views,11 months ago,
"What TED Will Look Like in 40 Years — According to Sora, OpenAI’s Unreleased Text-to-Video Model",https://www.youtube.com/watch?v=UXlPKKg4Md0,48K views,11 months ago,
The Secret Ingredient of Business Success | Pete Stavros | TED,https://www.youtube.com/watch?v=wpysFja4zyQ,68K views,11 months ago,
The Art of Persuasive Storytelling | Kelly D. Parker | TED,https://www.youtube.com/watch?v=Oo2upU6ny-I,117K views,11 months ago,
The Weird and Wonderful Art of Niceaunties | TED,https://www.youtube.com/watch?v=hwSNbMW6XGY,46K views,11 months ago,
How to Be an Active Citizen and Spark Change | Gabriel Marmentini | TED,https://www.youtube.com/watch?v=sgFq4ty8wSI,38K views,11 months ago,
What Is an AI Anyway? | Mustafa Suleyman | TED,https://www.youtube.com/watch?v=KKNCiRWd_j0,2.2M views,11 months ago,
Can Cannabis Help You Sleep? Here’s the Science | Jen Walsh | TED,https://www.youtube.com/watch?v=8efxcrjdffg,133K views,11 months ago,
How AI Will Step Off the Screen and into the Real World | Daniela Rus | TED,https://www.youtube.com/watch?v=QOCZYRXL0AQ,288K views,11 months ago,
What You Can Do to Stop Economic Crime | Hanjo Seibert | TED,https://www.youtube.com/watch?v=54AYOd5S7uo,48K views,1 year ago,
"A Palestinian and an Israeli, Face to Face | Aziz Abu Sarah and Maoz Inon | TED",https://www.youtube.com/watch?v=0juLRi90kRg,1.6M views,1 year ago,
Why You Should Disappoint Your Parents | Desiree Akhavan | TED,https://www.youtube.com/watch?v=hn5gytOCVgE&pp=0gcJCX4JAYcqIYzv,84K views,1 year ago,
"A Futuristic Vision for Latin America, Rooted in Ancient Design | Catalina Lotero | TED",https://www.youtube.com/watch?v=b_boPcOY-FA,29K views,1 year ago,
"Music, Movement and Poetry | Tunde Olaniran | TED",https://www.youtube.com/watch?v=4o-S4VIg8Ys,23K views,1 year ago,
Can AI Catch Criminals at Sea? | Dyhia Belhabib | TED,https://www.youtube.com/watch?v=Xj_VDOZjds8,44K views,1 year ago,
A New National Park to Reclaim Indigenous Land | Tracie Revis | TED,https://www.youtube.com/watch?v=Gdi7uN-DQYo,26K views,1 year ago,
Ideas Change Everything — and What’s Next for TED | Chris Anderson and Monique Ruff-Bell | TED,https://www.youtube.com/watch?v=_uUskajC1Ps&pp=0gcJCX4JAYcqIYzv,27K views,1 year ago,
Want to Succeed in Business? Find a Problem to Solve | Anthony Tan and Amane Dannouni | TED,https://www.youtube.com/watch?v=Im_ghczQEPw,60K views,1 year ago,
Your Invitation to Help Build a Sustainable Future | Jim Snabe | TED,https://www.youtube.com/watch?v=9TFi9Zo4FJc,44K views,1 year ago,
How to Spot a Cult | Sarah Edmondson | TED,https://www.youtube.com/watch?v=fa7uN2vo6rc,487K views,1 year ago,
What Happens to Sex in Midlife? A Look at the “Bedroom Gap” | Maria Sophocles | TED,https://www.youtube.com/watch?v=alYBnyxMuPk,309K views,1 year ago,
I'm Terrified of Wanting to Be a Billionaire | Pardis Parker | TED,https://www.youtube.com/watch?v=x4Yhi7ggins,29K views,1 year ago,
"The Human Cost of Coal Mining in China | Xiaojun ""Tom"" Wang | TED",https://www.youtube.com/watch?v=7ZVu5N4gOgY,24K views,1 year ago,
A Comedian’s Take on How to Save Democracy | Jordan Klepper | TED,https://www.youtube.com/watch?v=bUmHABnk9FY,618K views,1 year ago,
